Token_Position,Relative_Position,Token_Text,L0_Norm,Feature_Rank,Feature_Index,Activation,Feature_Description,Neuronpedia_URL,Pattern_Name
6,-4, again,772,1,28471,115.99,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Persistent Suicidal Ideation Focus
6,-4, again,772,2,31718,22.30, numerical data and statistical representations,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31718,Persistent Suicidal Ideation Focus
6,-4, again,772,3,46054,20.89, references to NFL players and their positions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/46054,Persistent Suicidal Ideation Focus
6,-4, again,772,4,39353,20.14, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Persistent Suicidal Ideation Focus
6,-4, again,772,5,28638,19.21, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Persistent Suicidal Ideation Focus
6,-4, again,772,6,28605,19.04, technical terms related to computing errors and system parameters,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28605,Persistent Suicidal Ideation Focus
6,-4, again,772,7,31041,18.62,words and phrases related to technology and web applications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31041,Persistent Suicidal Ideation Focus
6,-4, again,772,8,58815,17.63,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Persistent Suicidal Ideation Focus
6,-4, again,772,9,6674,17.62, instances of author names and scientific notation,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/6674,Persistent Suicidal Ideation Focus
6,-4, again,772,10,48573,17.15, HTML tags and class/interface declarations in code snippets,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/48573,Persistent Suicidal Ideation Focus
7,-3, -,766,1,28471,90.93,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Persistent Suicidal Ideation Focus
7,-3, -,766,2,39353,20.76, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Persistent Suicidal Ideation Focus
7,-3, -,766,3,56333,18.35,"mentions of specific brands, names, or entities",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/56333,Persistent Suicidal Ideation Focus
7,-3, -,766,4,20321,17.14, substrings related to the absence or lack of something,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/20321,Persistent Suicidal Ideation Focus
7,-3, -,766,5,62348,16.18,"terms expressing negation or lack, particularly in relation to existence or presence",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/62348,Persistent Suicidal Ideation Focus
7,-3, -,766,6,28080,14.75, phrases related to areas of focus and categorization,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28080,Persistent Suicidal Ideation Focus
7,-3, -,766,7,31548,14.09,export statements in code,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31548,Persistent Suicidal Ideation Focus
7,-3, -,766,8,15569,13.95, concepts related to inventions and technological advancements,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/15569,Persistent Suicidal Ideation Focus
7,-3, -,766,9,167,13.95, functions related to XML file handling and operations,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/167,Persistent Suicidal Ideation Focus
7,-3, -,766,10,48573,13.95, HTML tags and class/interface declarations in code snippets,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/48573,Persistent Suicidal Ideation Focus
8,-2, those,749,1,28471,112.54,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Persistent Suicidal Ideation Focus
8,-2, those,749,2,58815,32.98,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Persistent Suicidal Ideation Focus
8,-2, those,749,3,39353,24.13, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Persistent Suicidal Ideation Focus
8,-2, those,749,4,20165,22.67, mathematical expressions and programming constructs,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/20165,Persistent Suicidal Ideation Focus
8,-2, those,749,5,15030,21.61,terms related to specific chemical compounds or substances,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/15030,Persistent Suicidal Ideation Focus
8,-2, those,749,6,31041,19.83,words and phrases related to technology and web applications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31041,Persistent Suicidal Ideation Focus
8,-2, those,749,7,21451,17.46,references to the concept of evil,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/21451,Persistent Suicidal Ideation Focus
8,-2, those,749,8,3665,16.00, phrases related to authorship and disclosure of competing interests,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/3665,Persistent Suicidal Ideation Focus
8,-2, those,749,9,27007,15.08,references to mechanical devices and mechanisms,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27007,Persistent Suicidal Ideation Focus
8,-2, those,749,10,40545,14.93,specific actions and conditions related to technology and privacy,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/40545,Persistent Suicidal Ideation Focus
9,-1, incessant,831,1,28471,103.84,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Persistent Suicidal Ideation Focus
9,-1, incessant,831,2,47900,28.43,different forms of punctuation or sentence end markers,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/47900,Persistent Suicidal Ideation Focus
9,-1, incessant,831,3,58815,25.98,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Persistent Suicidal Ideation Focus
9,-1, incessant,831,4,36956,20.24, punctuations or symbols indicating the end of sentences,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/36956,Persistent Suicidal Ideation Focus
9,-1, incessant,831,5,8831,17.03, words and phrases related to marriage and familial relationships,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/8831,Persistent Suicidal Ideation Focus
9,-1, incessant,831,6,39353,16.63, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Persistent Suicidal Ideation Focus
9,-1, incessant,831,7,28638,16.28, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Persistent Suicidal Ideation Focus
9,-1, incessant,831,8,52335,15.54, tabulated data related to results and parameters in research,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/52335,Persistent Suicidal Ideation Focus
9,-1, incessant,831,9,18460,15.18, elements related to manuscript versions and publication details,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/18460,Persistent Suicidal Ideation Focus
9,-1, incessant,831,10,64664,15.16, mathematical expressions and formulas in a technical context,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/64664,Persistent Suicidal Ideation Focus
0,-10,<bos>,585,1,28471,118.47,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Self-Critical Rumination
0,-10,<bos>,585,2,61079,39.37, inquiries or questions indicating curiosity,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/61079,Self-Critical Rumination
0,-10,<bos>,585,3,58815,25.95,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Self-Critical Rumination
0,-10,<bos>,585,4,199,23.59, technical terms and code snippets related to programming in PHP and MySQL,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/199,Self-Critical Rumination
0,-10,<bos>,585,5,56352,19.20, programming terms and code structure related to software development,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/56352,Self-Critical Rumination
0,-10,<bos>,585,6,11322,18.86, mentions of items related to sewing and fabric,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/11322,Self-Critical Rumination
0,-10,<bos>,585,7,39353,17.70, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Self-Critical Rumination
0,-10,<bos>,585,8,16550,17.50, technical terms related to genetics and statistical analysis,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/16550,Self-Critical Rumination
0,-10,<bos>,585,9,27530,16.40, phrases related to software licensing and warranties,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27530,Self-Critical Rumination
0,-10,<bos>,585,10,31829,16.15,"the word ""that"" in various contexts",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31829,Self-Critical Rumination
1,-9,Why,626,1,28471,90.31,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Self-Critical Rumination
1,-9,Why,626,2,62958,33.08,conditional phrases,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/62958,Self-Critical Rumination
1,-9,Why,626,3,27530,20.41, phrases related to software licensing and warranties,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27530,Self-Critical Rumination
1,-9,Why,626,4,51880,19.56, technical terminology related to programming and software,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/51880,Self-Critical Rumination
1,-9,Why,626,5,20165,18.62, mathematical expressions and programming constructs,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/20165,Self-Critical Rumination
1,-9,Why,626,6,39353,17.90, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Self-Critical Rumination
1,-9,Why,626,7,24611,15.94,commands and methods related to file handling and XML processing in programming,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/24611,Self-Critical Rumination
1,-9,Why,626,8,46054,15.39, references to NFL players and their positions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/46054,Self-Critical Rumination
1,-9,Why,626,9,22827,14.95,complex mathematical or scientific expressions and symbols,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22827,Self-Critical Rumination
1,-9,Why,626,10,15890,14.92,"chemical compounds, specifically those relevant to scientific and medical contexts",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/15890,Self-Critical Rumination
2,-8, did,618,1,28471,77.28,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Self-Critical Rumination
2,-8, did,618,2,6802,24.97," occurrences of the pronoun ""I"" in various contexts",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/6802,Self-Critical Rumination
2,-8, did,618,3,199,24.63, technical terms and code snippets related to programming in PHP and MySQL,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/199,Self-Critical Rumination
2,-8, did,618,4,51117,23.17,references to the speaker or self-identity,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/51117,Self-Critical Rumination
2,-8, did,618,5,22827,22.21,complex mathematical or scientific expressions and symbols,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22827,Self-Critical Rumination
2,-8, did,618,6,25355,21.59,keywords related to displacement and immigration history,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/25355,Self-Critical Rumination
2,-8, did,618,7,9546,20.61, scientific terms and notation related to quantum physics,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/9546,Self-Critical Rumination
2,-8, did,618,8,39353,20.10, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Self-Critical Rumination
2,-8, did,618,9,58301,18.44, references to IP addresses and related concepts in technical contexts,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58301,Self-Critical Rumination
2,-8, did,618,10,47975,18.10, mathematical notations and expressions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/47975,Self-Critical Rumination
3,-7, I,589,1,28471,123.79,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Self-Critical Rumination
3,-7, I,589,2,22827,30.12,complex mathematical or scientific expressions and symbols,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22827,Self-Critical Rumination
3,-7, I,589,3,199,23.25, technical terms and code snippets related to programming in PHP and MySQL,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/199,Self-Critical Rumination
3,-7, I,589,4,12420,22.78, sequences indicating possessive pronouns and their associated terms,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/12420,Self-Critical Rumination
3,-7, I,589,5,24386,21.93," punctuation marks, particularly apostrophes",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/24386,Self-Critical Rumination
3,-7, I,589,6,58815,18.82,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Self-Critical Rumination
3,-7, I,589,7,39353,17.15, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Self-Critical Rumination
3,-7, I,589,8,22194,14.91,escape characters and formatting symbols commonly used in programming or markup languages,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22194,Self-Critical Rumination
3,-7, I,589,9,24961,14.88, biochemistry and physiological terms related to health and disease,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/24961,Self-Critical Rumination
3,-7, I,589,10,50579,14.62,ingredients and their quantities used in cooking,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/50579,Self-Critical Rumination
4,-6, have,873,1,28471,101.54,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Self-Critical Rumination
4,-6, have,873,2,39353,27.17, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Self-Critical Rumination
4,-6, have,873,3,27326,23.90,negations and words that express contradiction or denial,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27326,Self-Critical Rumination
4,-6, have,873,4,35187,20.51,"terms related to the category of ""hobby machines"" and adverse events in medical contexts",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/35187,Self-Critical Rumination
